ID,F,R0,V,eta0,n,l
1,5.64683968688011,0.00677836509628437,1.42937208652315e-07,22.8169476147429,0.0125892846744024,0.165699741891622
2,5.33221194525967,0.00731916023519555,1.31012955117701e-07,16.7717383767523,0.0525523572817871,0.165700357445875
3,5.81958197353734,0.00739971880335078,1.47617564816779e-07,8.25172655094569,0.00976420436997595,0.16569993147727
4,5.66630077589681,0.00728337886199428,2.10653116173699e-07,8.52090239614197,0.0223916614310621,0.165699865156004
5,5.83892910792907,0.00738151267731792,1.37564127407084e-07,19.9512722933137,0.044461819820959,0.165700216103046
6,5.74817067183899,0.00711162023618498,1.56170946572429e-07,23.9057163195296,0.00944710400268644,0.165699940506759
7,5.79563813662044,0.00742679690172842,1.33348721101846e-07,18.1595957800501,0.01699921327515,0.165700432545983
8,5.37779976799244,0.00720357512599195,1.82938494645402e-07,15.8766395389875,0.0165534906054266,0.16570046617954
9,5.47560419400084,0.0069044119049074,1.73758930588997e-07,16.9530617657011,0.0217827406442464,0.165700030817337
10,5.5967395039484,0.00721891259304327,1.59560062481369e-07,9.69205784016735,0.0269378511265869,0.165700629981895
11,5.71436379990469,0.00714545930589243,1.55107065262024e-07,21.3953546277059,0.0174273921284532,0.165699848176783
12,5.92970115772175,0.00705061607562883,1.90938377155525e-07,20.7699106657736,0.025051339402854,0.165699787355754
13,5.62992131547103,0.00741588530121004,1.68891620484664e-07,16.7811922635268,0.0598754328006529,0.165699675839738
14,5.95776562094686,0.00730299860408871,1.56039246443484e-07,13.7251955634699,0.0438544742686007,0.165699684784693
15,5.79165242966762,0.0072321543912066,1.59046501153921e-07,15.9947885553965,0.0479058278677201,0.165700107103529
16,5.93929029134998,0.0071625171811837,1.9250750408964e-07,12.0593741187101,0.0264538662538707,0.165699895276321
17,5.71801696031596,0.00770841209782923,1.66995221922469e-07,24.9158238705774,0.0142203413504347,0.165700193240793
18,5.5524030661912,0.00758128624755384,1.61935178463681e-07,12.2992720003151,0.0242171943331716,0.16570007765675
19,5.37816362671158,0.00724785423884765,1.68680232408936e-07,24.3234898303502,0.0282648697950458,0.165699839322384
20,5.72404804348384,0.00731412425034625,1.54032616641057e-07,5.49481745905436,0.0337720795217372,0.165699886941435
21,5.86415716065091,0.00766677124128732,1.36478761014085e-07,20.5567822826656,0.0294047944101735,0.165699782452341
22,5.62936661796083,0.0077381686878418,1.64127180160207e-07,13.8036423870298,0.0148675758169005,0.165700053309635
23,5.5769208087557,0.00756368680526728,1.25173092180186e-07,17.6099985660203,0.0105154859015272,0.165699939324198
24,5.62597437667576,0.00721519033982271,1.42035053216665e-07,11.2804939240542,0.010154925408893,0.165700210137139
25,5.45947542926517,0.00715422519951778,1.80302674091318e-07,23.4363056901549,0.0152716203955654,0.16569923074753
26,5.58701629552724,0.00747651738961155,1.42026727516322e-07,9.46649241038772,0.0259229538387387,0.165700464664129
27,5.65300094511811,0.00708816673346862,1.61962810399755e-07,12.4897254371642,0.0437039306070486,0.165699714471309
28,5.70087877656685,0.00703984828150948,1.51604860744045e-07,11.1628876474676,0.0191709656288945,0.165700210407303
29,5.67771451009313,0.00720819153494024,1.62124848382015e-07,5.75644948245878,0.0319511663102613,0.165699528235264
30,5.82037112110965,0.00752712479395282,1.6538323480179e-07,17.1033934902331,0.0108714288639138,0.165700167723054
31,5.71429176617585,0.00733170627803352,1.45821480901482e-07,21.7172873871932,0.0393523555002292,0.165699693312888
32,6.07450478317747,0.00735247430431861,1.16898863988772e-07,16.7650446562714,0.0208945160021081,0.165700594555304
33,5.75712480682128,0.00756921589396854,1.79401750693346e-07,12.2690959081798,0.0375085234428687,0.16570000923544
34,6.07249279451464,0.00734997062349395,1.44694196410903e-07,7.79770367239115,0.0276754560514662,0.165700025333678
35,5.53839229956557,0.00702413092177869,1.62287103383027e-07,7.33067443074948,0.0145380011206628,0.165699798128559
36,5.802454867348,0.00749889556751943,1.78146022572662e-07,24.6243486813887,0.0123333110113863,0.165699902937214
37,5.63619967985103,0.00740887106704247,1.3472149135831e-07,15.8338469806074,0.00631389130905045,0.165700008439083
38,5.81800603855514,0.00727198858462342,1.85235345787675e-07,6.73019816877045,0.0189776269159605,0.165700006044068
39,5.81669346573715,0.00719444706742759,1.72691177585934e-07,10.1219245557793,0.0186529791659503,0.165699955953
40,5.22927259284156,0.0071632628666319,1.58737453630956e-07,9.19550021672564,0.0164870354863813,0.165699661270619
